organization_id,drill_id,lineage_id,version,supersedes_drill_id,superseded_at,name,discipline,category,skill_id,target_behavior,purpose,standard_setup,execution,what_good_looks_like,what_bad_looks_like,common_errors,corrections,transfer,contact_level,equipment_needed,requires_coach_authorization,content_class,source_ref,active,created_by_account_id,created_by_role,difficulty,grounding_claim_ids,field_provenance
{{PPBF_ORG_ID}},drl_7f812fecacfee4,drl_7f812fecacfee4,1,,,Touch to Reposition,boxing,technical,SK-FW-04,"Train clean entry, visible scoring, and immediate departure from the bad position. This is the core behavioral drill for teaching athletes not to stay in the exchange after success.","Train clean entry, visible scoring, and immediate departure from the bad position. This is the core behavioral drill for teaching athletes not to stay in the exchange after success.","Use open floor space or ring space. One feeder or partner presents a stable target or controlled live picture. Athlete starts in stance with enough room to enter, score, and leave on angle or line.","Athlete establishes stance and visual control before the rep begins.

Athlete enters under control behind feet and straight scoring logic.

Athlete lands the agreed scoring action or touch sequence.

Athlete immediately repositions to a better spot rather than admiring the work.

Athlete resets stance and eyes before the next rep.","Feet arrive before hands on entry, weight balanced, eyes already on target.
The scoring touch lands clean and visible from outside the opponent's direct line [A2-063].
The lead foot pivots off the centerline the instant contact is made, weight already transferring.
Stance and eye line are reset before the next call, with no pause standing in the pocket.","Athlete stands square after the touch lands, watching the result.
Entry travels straight down the centerline instead of stepping off it.
Hands land before the base is set, feet trailing the punch.
Eyes reset late, after the feet have already moved, instead of before the next rep begins.","Staying too long after scoring.

Entering with hands before the base is under control.

Leaving straight back with poor balance when an angle is available.

Treating the drill like speed work instead of precision work.","Coach calls ""off"" the instant the touch lands, before the athlete has time to admire it.
Coach physically blocks the straight retreat lane so the only open path is the lateral step.
Coach runs the entry footwork alone, no hands, until foot-before-hand order is automatic.
Coach freezes the rep on contact and places the athlete's feet by hand into the correct angle.","Repetition of clean stance, entry, and touch under structured drilling produces measurable gains in stance and straight-punch execution within weeks [A2-068].
In live rounds this builds the habit of hit-and-move rather than hit-and-stay, and a visible off-line touch is scored where a square, admired one may be missed [A2-063].",light_technical,,False,COACHING CRAFT - PPBF source manual v3,Punxsy_Drill_Library_Source_v3.docx,True,{{SEED_ACCOUNT_ID}},platform_owner,intermediate,A2-063|A2-068,PPBF source manual v3
{{PPBF_ORG_ID}},drl_2d0193a7c52e58,drl_2d0193a7c52e58,1,,,Three and Out,boxing,technical,SK-COMBO-03,"Train exchange restraint, visible finish, and structural discipline. This drill teaches that the athlete does not need unlimited punches to own the exchange.","Train exchange restraint, visible finish, and structural discipline. This drill teaches that the athlete does not need unlimited punches to own the exchange.","Use pads, partner gloves, or controlled live partner work. Set a hard cap of three punches. The last punch is the structural finish and must be followed immediately by reposition.","Athlete enters with a declared scoring sequence.

Athlete throws no more than three punches.

The third shot finishes the scoring phase visibly.

Athlete exits immediately after the third punch.

Athlete resets before the next entry.","Athlete throws exactly three punches per entry, no more, before exiting range.
The third punch lands with full extension and visible weight transfer, closing the phase [A6-055].
Hands return to guard and feet reset before the next entry begins.
Punch selection varies entry to entry rather than repeating the same triple-punch pattern [A8-052].","A fourth punch is thrown after the declared finish, extending past the drill's structure.
The third punch is flicked or arm-only, with no visible commitment to close the exchange.
Athlete remains planted in range after punch three instead of exiting.
The same three-punch sequence is repeated on every entry regardless of angle or opening.","Greed after success.

Poor awareness of sequence count.

Losing stance during the second or third punch.

Throwing the sequence too fast to control the finish.","Coach calls ""out"" the instant a fourth punch starts and stops the rep immediately.
Coach has the athlete rerun the entry and calls for full extension and weight commitment specifically on punch three.
Coach steps into the athlete's forward path after punch three to force the exit step.
Coach names a new three-punch sequence before each entry so the athlete cannot default to a repeated pattern.","Live exchanges lengthen in reaction time and lose punch force the longer they run [A3-032]; this drill builds the habit of committing to a clean finish early instead of drifting into extra output.
Outside the gym, the same discipline applies: state your point, make it clearly, and stop rather than overextending past the moment it lands.",light_technical,,False,COACHING CRAFT - PPBF source manual v3,Punxsy_Drill_Library_Source_v3.docx,True,{{SEED_ACCOUNT_ID}},platform_owner,intermediate,A3-032|A6-055|A8-052,PPBF source manual v3
{{PPBF_ORG_ID}},drl_08c95a746f83e9,drl_08c95a746f83e9,1,,,Structured Pursuit,boxing,technical,SK-OUT-01,"Train controlled pressure without chasing. This is a movement and decision drill, not a sprint drill.","Train controlled pressure without chasing. This is a movement and decision drill, not a sprint drill.","One partner or feeder gives ground under controlled conditions. Space should allow the athlete to cut, step, and own ground without having to rush. Use floor markers if needed.","Athlete advances behind stance, not behind emotional urgency.

Athlete uses step patterns and straight scoring threats to control space.

Athlete cuts and meets movement rather than simply following it.

Athlete scores only when the feet and picture are correct.

Athlete leaves the exchange correctly after scoring.","Feet arrive before the hands do; the jab or straight lands only after the back foot has replaced under the hip.
The pursuing athlete cuts the ring at an angle, meeting the retreating athlete's line rather than trailing it.
Scores come as single straight punches thrown from a set base, not from a moving base [A2-015].
After the punch lands, the scoring athlete replaces distance and resets stance before re-engaging.","Feet cross or drag while advancing, so the punch is thrown while still moving forward.
Shoulders square up to the retreating partner instead of staying staggered behind the lead hand.
The athlete keeps advancing straight down the centerline instead of angling to cut off the ring.
After scoring, the athlete stays planted in range instead of exiting off-line.","Mistaking motion for pressure.

Trying to win the rep by speed instead of position.

Allowing frustration to shorten decision time.

Throwing while off the base.","Stop the drill the moment the feet cross or the base collapses, and walk the step pattern in isolation before live pursuit resumes.
Call ""angle"" out loud on repetitions where the athlete follows a straight line, and have the pair repeat the exchange at a controlled pursuit speed until the cut-off angle appears on its own.
Restrict scoring credit to punches thrown from a stopped, replaced base — no credit for punches thrown mid-step — so the athlete self-corrects timing rather than being told about it.
Pair a structured walk-through-then-drill progression rather than open pursuit from the first rep; a structured teaching sequence produces cleaner technical pickup than unstructured repetition [B1-020], and short blocks of structured drilling have shown measurable stance and straight-punch improvement in a matter of weeks [A2-068].","This is what keeps a boxer's range intact under real forward pressure in sparring — advancing on a plan instead of on adrenaline.
Outside the gym, it is the same discipline: closing on a goal deliberately, checking your footing at each step, rather than rushing the last few feet and losing your position.",light_technical,,False,COACHING CRAFT - PPBF source manual v3,Punxsy_Drill_Library_Source_v3.docx,True,{{SEED_ACCOUNT_ID}},platform_owner,advanced,A2-015|A2-068|B1-020,PPBF source manual v3
{{PPBF_ORG_ID}},drl_7af719b3b85e94,drl_7af719b3b85e94,1,,,Post Contact Reset,boxing,technical,SK-STANCE-02,Train immediate recovery of structure after either giving or receiving contact. The athlete learns that contact is not a cue for emotional continuation.,Train immediate recovery of structure after either giving or receiving contact. The athlete learns that contact is not a cue for emotional continuation.,"Use controlled partner touch, controlled sparring pictures, or pad interruptions. The coach should be able to trigger the reset repeatedly without needing full-intensity contact.","Athlete experiences the contact trigger.

Athlete does not answer emotionally.

Athlete resets stance, eyes, and breathing quickly.

Athlete resumes from structure, not from panic or momentum.","Feet return to base width and correct angle within one beat of the contact.
Eyes stay locked on the opponent, not on the glove or the point of impact.
One sharp exhale follows contact, then breathing settles into its normal rhythm.
Hands return to guard and weight centers before the next exchange begins.","Athlete freezes upright with weight flat on both heels after contact.
Athlete chases, swings back, or retaliates before stance is reformed.
Athlete drops hands, turns the head away, or breaks eye contact with the opponent.
Athlete holds the breath or breathes rapidly and shallow through the mouth only.","Emotional retaliation.

Loss of visual control.

Breath holding.

Confusing speed with recovery.","Coach calls ""reset"" as a fixed verbal cue the instant contact occurs.
Coach freezes the pair and checks foot placement, hand position, and eye line before allowing continuation.
Coach isolates the single contact-then-reset sequence, repeating it standing still before adding footwork or exchange back in.
Coach has the athlete exhale audibly on command until the sharp exhale becomes automatic after contact.","This reset habit is what lets a boxer keep working behind increased ring movement and defensive movement, the pattern that now defines elite exchanges [A3-021][A2-064][A6-037].
Outside the gym, the same skill is catching a jolt, a setback, or a provocation without answering it emotionally, and resuming from a settled position instead of momentum or panic.",light_technical,,False,COACHING CRAFT - PPBF source manual v3,Punxsy_Drill_Library_Source_v3.docx,True,{{SEED_ACCOUNT_ID}},platform_owner,beginner,A2-064|A3-021|A6-037,PPBF source manual v3
{{PPBF_ORG_ID}},drl_0c72ef57315f70,drl_0c72ef57315f70,1,,,Chaos Recognition,boxing,technical,SK-TAC-04,Train the athlete to identify when the exchange is no longer worth staying in. The drill teaches leaving disorder instead of trying to solve it from inside the mess.,Train the athlete to identify when the exchange is no longer worth staying in. The drill teaches leaving disorder instead of trying to solve it from inside the mess.,"Use controlled live partner work with deliberate disruptions: off-beat punches, crowding, awkward spacing, or broken rhythm. The coach must keep it educational, not random.","Athlete enters a live or semi-live exchange picture.

Partner creates controlled disorder.

Athlete identifies the breakdown point.

Athlete exits, repositions, and resets rather than trying to out-chaos the moment.","Athlete breaks contact and steps off the centerline before the second flurry lands.
Feet reset to fighting stance before hands reset to guard.
Athlete re-enters on a fresh angle, not the line the disorder occurred on.
Exchange picture resets clean, like the start of a new round rather than a continuation of the last one.","Athlete stays inside range trying to trade shot for shot.
Athlete covers and absorbs instead of leaving.
Athlete backs straight up along the same line, still in range.
Athlete drops the guard the moment they disengage.","Late recognition.

Pride-driven staying.

Poor visual awareness under crowding.

Lack of agreement about what counts as disorder.","Coach calls ""out"" the instant the exit should have happened and freezes the drill on that frame.
Coach walks the exit step by step at reduced speed before adding contact back in.
Coach narrows the disorder window so the exit decision has to come earlier and cleaner.
If the partner's disorder tips into unintended head contact, coach stops the drill immediately and follows the standard head-contact suspension protocol before any restart [B4-017].","This is the same decision a boxer makes between rounds: the sport already builds in a hard reset rather than a continuation, which is why the one-minute interval exists [A6-022].
Outside the ring it is the same skill: recognizing when to leave a bad exchange or bad situation instead of trying to win it from inside.",light_technical,,False,COACHING CRAFT - PPBF source manual v3,Punxsy_Drill_Library_Source_v3.docx,True,{{SEED_ACCOUNT_ID}},platform_owner,advanced,A6-022|B4-017,PPBF source manual v3
{{PPBF_ORG_ID}},drl_9de5719225a39c,drl_9de5719225a39c,1,,,Base Find and Freeze,boxing,technical,SK-STANCE-01,Establish a repeatable boxing base,Establish a repeatable boxing base,none,"Step into stance from a walk on a call; hold 3s while the coach checks foot line, knee softness and weight distribution. Reset and repeat from a different walking direction.","Feet land staggered on the first step of the call, lead foot pointed at the target, rear foot turned out.
Knees show a soft bend, hips level, no lockout.
Weight sits centered between both feet, athlete can rock forward and back without losing balance.
Freeze holds still for the full count, no foot adjustment after landing.","Feet land square and even, no stagger between lead and rear.
Knees locked straight, weight dropped back onto the heels.
Weight pooled on one foot, shoulders or hips leaning off center.
Feet shuffle or reset after landing to find balance instead of arriving set.",,"Call the foot line out loud and point to where the lead foot should sit, have the athlete look down and check it themselves.
Tap the knee or hip to cue give, have the athlete bounce twice in place to feel the soft bend before freezing again.
Place a hand on the shoulder and press gently forward and back to test the base, name which foot is overloaded.
Send the athlete back to the walk start and call the freeze again from a new direction so the foot line has to be found fresh, not remembered.","A base that holds without drifting is what lets footwork and ring movement work later, and movement volume becomes more important as the rule set has shifted toward it [A8-004].
Novice boxers lose work rate and structure late in a bout [A8-052], so a base that stays set under fatigue, not just on a fresh call, is the same skill this drill is building early.",none,none,False,"COACHING CRAFT - authored, informed by evidence, not individually validated",PPBF research program 2026-08-07,True,{{SEED_ACCOUNT_ID}},platform_owner,beginner,A8-004|A8-052,LITERATURE-GROUNDED DRAFT — generated from cited registry claims; REQUIRES FLOOR VALIDATION
{{PPBF_ORG_ID}},drl_0485b7a8023ef4,drl_0485b7a8023ef4,1,,,Base Under Light Push,boxing,technical,SK-STANCE-01,Base stability against external force,Base stability against external force,none,"Partner applies a slow two-hand push to the shoulders from varied directions; athlete absorbs without stepping. Push is slow and announced — this is a stability check, not a contest.","Feet stay planted through the full push, no step taken in any direction.
Knees stay soft and flex slightly on contact, absorbing force downward through the base.
Hips shift slightly opposite the push direction while shoulders stay square to the partner.
Athlete resets to original stance width and weight distribution immediately after the push releases.","Athlete steps backward or sideways to catch balance.
Knees lock straight, so the push travels straight into the upper body and rocks the spine.
Athlete leans forward into the push instead of receiving it through the base.
Feet drift narrow or cross during the push, reducing the base under load.",,"Coach slows the push further and announces direction out loud before contact.
Coach places a hand or foot marker at the athlete's current stance width and has them return to it after each push.
Coach cues ""bend the knees"" and taps the athlete's knee before the push lands.
Coach widens the drill stance manually, hands on hips, and repeats the same push until the base holds.","This is the same base that has to hold when a real punch lands unexpectedly during exchanges, where hip and stance work is constant rather than occasional [A8-003].
Novices who drill stance this way show measurable stance improvement that holds up weeks later, not just in the same session [A2-068].",light_technical,none,False,"COACHING CRAFT - authored, informed by evidence, not individually validated",PPBF research program 2026-08-07,True,{{SEED_ACCOUNT_ID}},platform_owner,beginner,A2-068|A8-003,LITERATURE-GROUNDED DRAFT — generated from cited registry claims; REQUIRES FLOOR VALIDATION
{{PPBF_ORG_ID}},drl_c256be2f4f5fab,drl_c256be2f4f5fab,1,,,Line Walk to Base,boxing,technical,SK-STANCE-01,Base geometry under movement,Base geometry under movement,floor tape,"Walk a taped line, and on the call turn out into stance with feet either side of it. The tape gives an external reference for foot width and lead-foot angle.","Feet land on opposite sides of the tape the instant the call sounds.
Lead foot angles slightly inward toward the target, rear foot turned outward.
Weight settles evenly between both feet, knees soft, no lean forward or back.
Walking pace stays smooth and unbroken right up to the call.","Both feet land on the same side of the line.
A foot steps directly on the tape instead of straddling it.
Lead foot points straight ahead or turns outward instead of angling in.
Athlete stutters, hops, or stalls the walk before turning out.",,"Coach stands at the call point and taps the ground where each foot should land.
Slow the walking cadence so the turn-out lands on a clean count instead of a rush.
Lay a second strip of tape as a landing target for the rear foot.
Run the straddle without the call first, then add the call once the foot spacing is consistent.","This straddle is the base every punch and defensive shift launches from, and footwork has taken on more weight in the sport as rule changes pushed boxers toward more ring movement and less standing exchange [A3-021][A8-004].
Outside the gym, the same habit - stop, feet apart, weight centered - is the ready position for any quick change of direction, on a field, a sidewalk, or a bus that starts moving.",none,floor tape,False,"COACHING CRAFT - authored, informed by evidence, not individually validated",PPBF research program 2026-08-07,True,{{SEED_ACCOUNT_ID}},platform_owner,beginner,A3-021|A8-004,LITERATURE-GROUNDED DRAFT — generated from cited registry claims; REQUIRES FLOOR VALIDATION
{{PPBF_ORG_ID}},drl_43da0d1ce221fe,drl_43da0d1ce221fe,1,,,Recovery Step Reset,boxing,technical,SK-STANCE-02,Return to base after displacement,Return to base after displacement,none,"Coach calls a direction; athlete takes one committed step and recovers to base in a single movement. Score the recovery, not the step.","Feet land at shoulder width, base restored before the step foot fully settles.
Hands stay at guard height through the entire step-and-recover sequence.
Step and recovery happen as one motion, not step-then-adjust.
Eyes stay on the coach, not on the athlete's own feet.","Overstepping past a recoverable distance, weight left on the front foot.
Crossing the feet or clipping the lead foot behind the rear foot.
Hands drop or drift down during the step, guard opens on recovery.
Two distinct movements visible — a step, then a separate scramble back to base.",,"Call the same direction again immediately, no explanation, let the rep correct itself.
Shorten the called step distance until the single-motion pattern returns.
Tap the athlete's hands back to guard height without stopping the drill.
Freeze the athlete mid-recovery and physically square their feet to base.","This is the footwork underneath every exchange — displace, reset, stay available to punch or defend again. Rule changes in elite amateur boxing have pushed the sport toward more ring movement and more foot movement generally [A8-004], and a boxer who can't recover base after every step is late for whatever comes next, in the ring or moving through a crowd.",none,none,False,"COACHING CRAFT - authored, informed by evidence, not individually validated",PPBF research program 2026-08-07,True,{{SEED_ACCOUNT_ID}},platform_owner,beginner,A8-004,LITERATURE-GROUNDED DRAFT — generated from cited registry claims; REQUIRES FLOOR VALIDATION
{{PPBF_ORG_ID}},drl_e3a1b88c8d90a6,drl_e3a1b88c8d90a6,1,,,Off-Balance Recovery,boxing,technical,SK-STANCE-02,Recovery from a compromised position,Recovery from a compromised position,none,Partner gives a light directional nudge at random; athlete recovers base without crossing feet. Nudge intensity stays low and constant.,"Feet reset to shoulder width without crossing or stepping wide.
Hands stay up at guard height through the entire recovery, not just after it [A2-060].
Weight settles back over the base foot before the next nudge arrives.
Head stays level, eyes on partner, no forward lean-in to catch balance.","Feet cross during the recovery step.
Guard drops while the athlete focuses on footwork [A2-060].
Athlete overcorrects and steps well past a stable base, landing off-balance the other direction.
Recovery happens late, after the nudge has already displaced the hips, not during it.",,"Stop the drill and reset feet by hand to the correct width when crossing occurs.
Call ""hands"" the instant the guard drops, independent of footwork quality.
Cue a shorter step and lower nudge intensity if overcorrection continues.
Slow the nudge cadence so the athlete recovers during the push, not after it.","This base-recovery pattern is what shows up as the increased foot movement and defensive movement seen in modern ring performance [A3-021][A2-064].
Outside the gym, it is the same instinct that keeps someone upright on a crowded sidewalk or a moving train without a wild step to catch themselves.",light_technical,none,False,"COACHING CRAFT - authored, informed by evidence, not individually validated",PPBF research program 2026-08-07,True,{{SEED_ACCOUNT_ID}},platform_owner,intermediate,A2-060|A2-064|A3-021,LITERATURE-GROUNDED DRAFT — generated from cited registry claims; REQUIRES FLOOR VALIDATION
